ID,POS,#,Name,Nickname,Age,NAT,COB,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,Starts,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,GP,GS,W,L,SV,BS,HLD,IP,HA,HRA,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc,Year,Notes
35324,3B,23,BILL DALTON,,16,USA,"Brooklyn, NY","6' 0""",165 lbs,Right,Right,Tenafly,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,101,82,34,17,0,2,25,33,15,3,19,0.415,0.5,0.695,30.7,15.9,0.28,0.495,1.195,0.405,0,1.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34626,SP,40,BILL EVANS,,16,USA,"St. Charles, MO","6' 0""",155 lbs,Left,Left,Maplewood,-,Average,HS Sophomore,3,NEU,83-85 Mph,Normal (3/4),Normal,26,26,132,120,42,8,1,2,29,31,6,10,11,0.35,0.377,0.483,23,7.3,0.133,0.366,0.86,0.36,0,0.6,0,4,2,13,13,6,3,0,0,0,88.2,83,2,31,29,33,64,2.94,0.279,1.31,12.1,0.2,8.4,3.3,6.5,1.9,0,0,0,0,3.27,0,2.1,2.6,Slot,Hard,Average,1935,
33987,1B,65,BILL GRAY,,15,USA,"Elkins, WV","5' 11""",170 lbs,Left,Left,Elkins,-,Average,HS Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,26,26,133,109,47,17,1,2,29,35,19,5,20,0.431,0.519,0.661,40.8,15.3,0.229,0.496,1.18,0.437,0,2.1,0,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34629,CF,24,BILL MURNANE,,16,USA,"Anderson, SC","6' 2""",170 lbs,Right,Right,Stone Mountain,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,103,92,50,16,4,2,29,47,8,4,22,0.543,0.573,0.87,48.7,28,0.326,0.599,1.442,0.545,0,2.5,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
37326,1B,21,BILL PERKINS,,17,USA,"Wichita, KS","6' 1""",195 lbs,Right,Right,Wichita,Amarillo Methodist,Average,HS Senior,1,FB,80-83 Mph,Sidearm,Normal,22,22,110,97,44,12,0,2,30,37,10,2,14,0.454,0.509,0.639,33,15.6,0.186,0.488,1.148,0.452,0,1.6,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34533,CF,5,BILL RICH,,16,USA,"Quincy, IL","5' 10""",155 lbs,Right,Right,Kahoka,-,Average,HS Sophomore,1,FB,80-83 Mph,Over the Top,Normal,27,27,135,116,50,12,1,2,31,42,15,8,15,0.431,0.496,0.603,39,14.6,0.172,0.47,1.1,0.449,0,1.8,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35492,CF,1,BILL SCHWARTZ,,17,USA,"Bedford, IN","5' 9""",145 lbs,Right,Right,Central,CC Los Angeles,Average,HS Senior,1,FB,80-83 Mph,Over the Top,Normal,23,23,117,87,38,11,4,2,25,29,20,4,17,0.437,0.544,0.724,38.4,17,0.287,0.514,1.268,0.429,0,2,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$2k,Extremely Hard,Average,1935,
36459,3B,23,BILL SHAFFER,,17,USA,"Colesville, MD","5' 10""",160 lbs,Right,Right,Capital Academy,Carolina Central College,Average,HS Senior,1,EX FB,80-83 Mph,Over the Top,Normal,22,22,110,92,42,20,2,2,25,31,15,6,24,0.457,0.537,0.783,40.5,20.7,0.326,0.542,1.32,0.476,0,2.2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$2k,Extremely Hard,Average,1935,
35280,2B,4,BILL WEBB,,19,USA,"Newark, NJ","5' 10""",165 lbs,Switch,Right,West Goshen State,-,Fair,CO Sophomore,1,NEU,80-83 Mph,Normal (3/4),Normal,45,45,228,193,59,10,1,2,35,43,29,21,13,0.306,0.399,0.399,36.7,6.8,0.093,0.361,0.798,0.329,0,0.9,0,27,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35470,CF,81,BILLY LLOYD,,16,USA,"New York, NY","6' 3""",175 lbs,Right,Right,Pleasantville,-,Average,HS Junior,1,NEU,80-83 Mph,Over the Top,Normal,22,22,114,98,45,12,3,2,30,33,14,2,17,0.459,0.535,0.704,41.5,20,0.245,0.528,1.239,0.457,0,2.1,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34460,SP,2,BILLY SEAWOOD,,18,USA,"Tuscumbia, AL","5' 9""",145 lbs,Right,Right,Florence,Macon State,Average,HS Senior,3,NEU,83-85 Mph,Normal (3/4),Normal,8,8,41,36,15,3,1,2,10,15,1,3,6,0.417,0.447,0.722,10.7,10.7,0.306,0.457,1.17,0.419,0,0.5,0,6,3,16,10,4,2,0,0,0,74.1,57,2,22,18,28,82,2.18,0.263,1.14,10.5,0.2,6.9,3.4,9.9,2.9,0,0,0,0,2.55,0,2.4,2.5,Slot,Hard,Average,1935,
36414,2B,16,BILLY WOYTEK,BLUE COLLAR,16,USA,"San Diego, CA","5' 10""",165 lbs,Right,Right,Loyola,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,22,22,114,88,44,14,5,2,24,42,20,4,21,0.5,0.596,0.841,49.6,25.3,0.341,0.589,1.437,0.5,0,2.7,0,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34393,1B,20,BOB BOWLAND,,18,USA,"Jamestown, NY","6' 0""",180 lbs,Right,Right,Shinglehouse,Carolina Poly,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,22,22,111,88,40,16,2,2,24,30,16,5,20,0.455,0.536,0.75,38.5,18.6,0.295,0.528,1.286,0.452,0,2,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$950 ,Extremely Hard,Average,1935,
34223,SP,27,BOB BUTTS,,15,USA,"Camden, NJ","5' 9""",140 lbs,Right,Right,Passaic,-,Average,HS Freshman,3,FB,84-86 Mph,Over the Top,Normal,24,24,123,117,46,8,0,2,26,39,2,4,10,0.393,0.402,0.513,24.7,8.9,0.12,0.394,0.914,0.389,0,0.8,0,2,1,17,10,4,2,0,0,0,77.2,67,3,24,20,20,70,2.32,0.263,1.12,10.3,0.3,7.8,2.3,8.1,3.5,0,0,0,0,2.75,0,2.2,2.5,Slot,Extremely Hard,Average,1935,
34450,SP,21,BOB HINES,,17,USA,"Syracuse, NY","6' 3""",165 lbs,Right,Right,Fort Plain,Huntington State,Average,HS Senior,3,NEU,83-85 Mph,Normal (3/4),Normal,9,9,46,39,16,3,0,2,14,16,2,1,5,0.41,0.432,0.641,10.8,9.7,0.231,0.428,1.073,0.368,0,0.5,0,6,3,13,13,9,1,0,0,0,101.2,82,3,25,24,31,127,2.12,0.289,1.11,10.2,0.3,7.3,2.7,11.2,4.1,0,0,0,0,2.06,0,4.3,4.4,Slot,Extremely Hard,Average,1935,
34155,SS,86,BOB MCBRIEN,,17,USA,"Denison, TX","5' 9""",140 lbs,Right,Right,Davis,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,26,26,134,103,41,14,5,2,29,35,19,8,21,0.398,0.504,0.689,45,16.9,0.291,0.487,1.193,0.406,0,2,0,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35484,RF,47,BOB MERCER,,18,USA,"Ames, IA","5' 8""",150 lbs,Left,Left,Fairfax,Amarillo Methodist,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,24,24,123,112,51,12,2,2,28,48,7,6,16,0.455,0.492,0.652,38.6,15.8,0.196,0.481,1.143,0.471,0,1.8,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
33958,LF,6,BOB STILL,,15,USA,"Weymouth, MA","5' 10""",160 lbs,Right,Right,Weymouth,-,Average,HS Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,22,22,114,95,41,17,2,2,29,39,17,6,21,0.432,0.526,0.716,38.5,18.3,0.284,0.525,1.242,0.448,0,2.1,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35542,CF,9,BOB VIGIL,,18,USA,"Dubuque, IA","5' 11""",160 lbs,Switch,Right,Janesville,Texas Presbyterian University,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,25,25,128,110,53,11,5,2,31,39,13,4,18,0.482,0.548,0.727,46.2,19.5,0.245,0.535,1.275,0.49,0,2.4,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$2k,Extremely Hard,Average,1935,
35410,RF,29,BOB WILLIAMS,,16,USA,"Huntington, WV","5' 7""",160 lbs,Right,Right,Clay,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,26,26,131,112,51,12,1,2,30,43,11,1,15,0.455,0.508,0.634,38.3,15,0.179,0.48,1.142,0.441,0,1.9,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35366,2B,22,BOBBY COLLINS,,17,USA,"Red Bank, NJ","5' 7""",135 lbs,Right,Right,Clinton,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,26,26,134,120,49,13,2,2,27,36,7,4,17,0.408,0.435,0.6,32.3,10.4,0.192,0.431,1.035,0.402,0,1.3,0,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34317,LF,4,BUBBA FOSS,,22,USA,"Calhoun City, MS","5' 7""",175 lbs,Switch,Left,Mississippi A&M,-,Great,CO Senior,1,FB,80-83 Mph,Normal (3/4),Normal,51,51,255,220,60,10,2,2,42,38,32,19,14,0.273,0.368,0.364,35.1,5.4,0.091,0.332,0.731,0.291,0,0.3,0,40,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Very Easy,Average,1935,
34632,SS,7,BUD GRIFFITH,,16,USA,"Westfield, NJ","5' 11""",150 lbs,Right,Right,Exeter,-,Average,HS Sophomore,1,NEU,80-83 Mph,Normal (3/4),Normal,25,25,127,112,50,16,1,2,33,47,11,2,19,0.446,0.504,0.661,39,16.5,0.214,0.499,1.165,0.44,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35431,2B,31,BUD LEEN,,19,USA,"New Orleans, LA","5' 9""",160 lbs,Right,Right,Grange College,-,Great,CO Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,43,43,217,185,47,8,6,2,32,35,27,19,16,0.254,0.355,0.395,31.6,5.8,0.141,0.332,0.75,0.274,0,0.3,0,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34489,C,16,CAL PHIPPS,,16,USA,"Chippewa Falls, WI","5' 10""",170 lbs,Right,Right,Amery,-,Average,HS Sophomore,1,EX FB,80-83 Mph,Over the Top,Normal,19,19,99,81,32,8,2,2,24,28,15,5,12,0.395,0.495,0.617,26.2,12.6,0.222,0.47,1.112,0.405,0,1.3,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34740,RF,5,CARL HATCH,,16,USA,"Jersey City, NJ","5' 9""",150 lbs,Left,Left,Nutley,-,Average,HS Sophomore,1,NEU,80-83 Mph,Normal (3/4),Normal,21,21,105,92,37,11,0,2,22,32,8,4,13,0.402,0.461,0.587,26.4,12.1,0.185,0.442,1.048,0.407,0,1.1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34214,3B,25,CHARLIE GRIFFITH,,16,USA,"Middletown, OH","5' 11""",160 lbs,Switch,Right,Manual,-,Average,HS Sophomore,4,GB,-,Normal (3/4),Groundballer,27,27,135,110,49,9,2,2,33,41,20,4,13,0.445,0.53,0.618,39.7,15.8,0.173,0.492,1.148,0.443,0,2.1,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34069,CF,11,CHARLIE POTTER,,16,USA,"Philadelphia, PA","5' 10""",155 lbs,Right,Right,Bettsville,-,Average,HS Sophomore,2,NEU,83-85 Mph,Normal (3/4),Normal,21,21,107,88,41,9,1,2,25,35,14,6,12,0.466,0.538,0.659,33.3,15.8,0.193,0.5,1.198,0.481,0,1.7,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34371,2B,24,CHARLIE ROSEWOOD,,21,USA,"Orem, UT","5' 9""",165 lbs,Right,Right,Utah A&M,-,Good,CO Junior,1,NEU,80-83 Mph,Over the Top,Normal,56,56,284,263,84,12,6,2,52,61,16,3,20,0.319,0.363,0.433,46.8,6.7,0.114,0.348,0.796,0.318,0,0.8,0,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Easy,Average,1935,
35451,RF,4,CHICK BROWNING,,17,USA,"Chicago, IL","5' 10""",160 lbs,Left,Left,Joliet,-,Average,HS Junior,1,FB,80-83 Mph,Sidearm,Normal,25,25,127,107,47,13,2,2,28,35,18,4,17,0.439,0.512,0.654,38.5,16,0.215,0.497,1.166,0.437,0,2,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
33998,3B,42,CHRIS SPOONER,,15,USA,"Coalinga, CA","5' 10""",155 lbs,Right,Right,Coalinga,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,21,21,109,83,34,7,2,2,19,29,15,9,11,0.41,0.533,0.614,31.3,15.4,0.205,0.488,1.147,0.438,0,1.6,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34208,C,1,CHUCK ADAMS,,15,USA,"Huntsville, AR","5' 10""",175 lbs,Switch,Right,Huntsville,-,Average,HS Freshman,3,NEU,75-80 Mph,Normal (3/4),Normal,21,21,107,87,36,9,2,2,23,27,13,7,13,0.414,0.495,0.632,30.1,14.8,0.218,0.479,1.128,0.42,0,1.5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34349,3B,8,CLETUS VAN HORN,,18,USA,"Gainesville, GA","5' 9""",155 lbs,Right,Right,Gainesville,Carolina Poly,Average,HS Senior,1,NEU,80-83 Mph,Normal (3/4),Normal,23,23,117,98,49,15,3,2,30,36,11,4,20,0.5,0.544,0.776,44.2,19.9,0.276,0.536,1.319,0.495,0,2.2,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Easy,Average,1935,
34117,CF,30,CORTEZ PEREZ,,19,USA,"Shelbyville, TN","5' 9""",165 lbs,Switch,Right,Springfield State,-,Great,CO Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,42,42,212,181,54,10,4,2,37,45,23,3,16,0.298,0.381,0.431,33,6.1,0.133,0.356,0.812,0.291,0,0.7,0,36,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
33930,3B,32,DANNY RICHARDSON,,15,USA,"Elgin, IL","5' 9""",145 lbs,Right,Right,Elgin,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,26,26,133,109,53,16,1,2,32,44,20,3,19,0.486,0.571,0.706,49.1,22.9,0.22,0.545,1.278,0.486,0,2.7,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
33908,LF,6,DAVE TORGERSON,,15,USA,"Stamford, CT","5' 11""",160 lbs,Right,Left,Stamford,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,22,22,111,93,38,13,2,2,22,32,17,4,17,0.409,0.505,0.656,33.1,15.9,0.247,0.496,1.16,0.414,0,1.7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34324,LF,18,DAVEY WARREN,,18,USA,"Manitowoc, WI","5' 8""",155 lbs,Left,Right,Portage,Georgia Baptist,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,21,21,108,92,41,12,1,2,28,31,10,4,15,0.446,0.505,0.663,34.1,16.1,0.217,0.493,1.168,0.443,0,1.7,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
33931,3B,50,DEACON O'DELL,,15,USA,"Sherwood, OR","5' 11""",165 lbs,Right,Right,Sherwood,-,Average,HS Freshman,1,FB,80-83 Mph,Over the Top,Normal,25,25,129,108,49,14,1,2,32,41,16,6,17,0.454,0.52,0.657,39.7,16,0.204,0.495,1.177,0.461,0,2,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34398,1B,32,DEL BRUCE,,18,USA,"Houston, TX","5' 10""",170 lbs,Left,Left,League City,Alabama Gulf Coast,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,23,23,118,105,57,12,2,2,31,48,6,5,16,0.543,0.578,0.752,47,23.9,0.21,0.56,1.33,0.556,0,2.5,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$2k,Extremely Hard,Average,1935,
34527,3B,16,DICK FABER,,16,USA,"Malden, MA","5' 11""",165 lbs,Switch,Right,Manchester,-,Average,HS Sophomore,1,FB,80-83 Mph,Over the Top,Normal,24,24,120,107,49,13,1,2,27,46,10,4,16,0.458,0.5,0.654,37,16.1,0.196,0.494,1.154,0.456,0,1.8,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
33918,RF,18,DICK GALLOWAY,,15,USA,"Export, PA","5' 11""",155 lbs,Left,Left,Export,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,23,23,119,95,43,13,1,2,25,32,19,7,16,0.453,0.552,0.674,38.6,17.4,0.221,0.513,1.225,0.477,0,2,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35359,C,16,DIEGO BERNAL,,20,USA,"San Francisco, CA","6' 0""",190 lbs,Right,Right,College of San Diego,-,Great,CO Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,39,39,196,162,42,7,0,2,29,27,27,24,9,0.259,0.366,0.34,23.4,5,0.08,0.323,0.705,0.288,0,0.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35559,RF,5,DOC ALEXANDER,,17,USA,"Memphis, TN","5' 10""",170 lbs,Right,Right,Kennett,Daniel Boone College,Average,HS Senior,1,NEU,80-83 Mph,Normal (3/4),Normal,22,22,112,102,41,12,0,2,28,39,9,5,14,0.402,0.446,0.578,27.5,11.8,0.176,0.442,1.025,0.406,0,1.2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
37532,CF,7,DON HORN,,17,USA,"Stoughton, MA","6' 0""",165 lbs,Right,Right,Lynn,Georgia Baptist,Average,HS Senior,1,NEU,80-83 Mph,Normal (3/4),Normal,24,24,121,102,49,14,4,2,27,41,8,3,20,0.48,0.534,0.755,44.1,19.2,0.275,0.528,1.289,0.475,0,2.2,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$950 ,Extremely Hard,Average,1935,
35377,SP,47,DON LAMBERT,DOC,17,USA,"Atlanta, GA","5' 8""",135 lbs,Right,Right,Perry,-,Average,HS Junior,3,NEU,84-86 Mph,Normal (3/4),Normal,24,24,123,121,46,10,0,2,27,43,1,10,12,0.38,0.39,0.512,24.5,8.7,0.132,0.393,0.903,0.404,0,0.8,0,3,1,16,16,8,3,0,0,0,107.1,98,4,34,33,39,83,2.77,0.265,1.28,11.5,0.3,8.2,3.3,7,2.1,0,0,0,0,3.23,0,2.6,3.5,Slot,Extremely Hard,Average,1935,
34084,C,55,DOUG GILES,,16,USA,"New York, NY","5' 9""",160 lbs,Right,Right,Germantown,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,23,23,117,97,42,8,2,2,27,40,16,7,12,0.433,0.517,0.619,33.5,15.1,0.186,0.487,1.136,0.449,0,1.7,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34288,RF,21,EARL LUCAS,,17,USA,"Frackville, PA","5' 7""",145 lbs,Left,Left,Frackville,Kit Carson University,Average,HS Senior,1,NEU,80-83 Mph,Normal (3/4),Normal,23,23,119,96,46,16,1,2,25,39,18,7,19,0.479,0.551,0.729,41.7,20.5,0.25,0.532,1.28,0.489,0,2.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$950 ,Extremely Hard,Average,1935,
37062,2B,20,ED BRISCOE,,17,USA,"Michigan City, IN","6' 0""",175 lbs,Right,Right,San Antonio,Mississippi A&M,Average,HS Senior,1,FB,80-83 Mph,Sidearm,Normal,25,25,126,108,53,19,3,2,31,39,16,4,24,0.491,0.556,0.778,49.8,22.8,0.287,0.56,1.333,0.495,0,2.7,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$2k,Extremely Hard,Average,1935,
35327,SP,18,ED MCCABE,,16,USA,"Hartford, CT","5' 9""",135 lbs,Left,Left,Lincoln,-,Average,HS Junior,3,EX FB,84-86 Mph,Over the Top,Normal,8,8,42,36,15,6,0,2,14,14,1,6,8,0.417,0.436,0.75,11.3,11.3,0.333,0.455,1.186,0.448,0,0.5,0,4,2,16,10,6,1,0,0,0,79.2,68,3,22,20,21,81,2.26,0.27,1.12,10.3,0.3,7.7,2.4,9.2,3.9,0,0,0,0,2.52,0,2.6,2.9,Slot,Extremely Hard,Average,1935,
35609,C,18,ED WALLACE,,18,USA,"Memphis, TN","6' 1""",185 lbs,Right,Right,Senatobia,Grange College,Average,HS Senior,1,NEU,80-83 Mph,Sidearm,Normal,28,28,140,115,50,18,2,2,30,37,14,2,22,0.435,0.522,0.678,43.5,17,0.243,0.504,1.2,0.429,0,2.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$1k,Extremely Hard,Average,1935,
35353,SS,21,EDDIE BELL,,17,USA,"Danbury, CT","5' 10""",145 lbs,Right,Right,Suffern,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,22,22,110,92,39,14,5,2,23,29,10,8,21,0.424,0.514,0.75,36.6,15.9,0.326,0.525,1.264,0.451,0,2,0,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34060,CF,19,EDDIE HALEY,,19,USA,"Harvey, IL","6' 2""",190 lbs,Left,Right,Portland Tech,-,Great,CO Freshman,1,FB,80-83 Mph,Over the Top,Normal,47,47,237,204,60,8,5,2,33,44,28,3,15,0.294,0.384,0.412,37.5,6.4,0.118,0.357,0.796,0.289,0,0.8,0,40,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35462,RF,43,EDDIE LYMAN,,17,USA,"Detroit, MI","5' 10""",155 lbs,Left,Left,Ann Arbor,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,25,25,126,101,41,16,0,2,28,31,14,11,18,0.406,0.516,0.624,35.7,15.1,0.218,0.486,1.14,0.443,0,1.9,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
37134,C,19,EDDIE MILLER,,21,USA,"Bristol, VA","6' 0""",190 lbs,Right,Right,Northern Mississippi,-,Great,CO Junior,1,FB,80-83 Mph,Normal (3/4),Normal,63,63,318,272,74,14,1,2,50,54,37,24,17,0.272,0.372,0.353,40.1,5.4,0.081,0.333,0.725,0.291,0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Easy,Average,1935,
