ID,POS,#,Name,Nickname,Age,NAT,COB,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,GS,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,G,GS,W,L,SV,BS,HLD,IP,HA,HR,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM
34565,C,26,HOWIE GREEN,,17,USA,"Chicago, IL","5' 9""",155 lbs,Right,Right,LaSalle,-,Average,HS Junior,1,EX FB,80-83 Mph,Normal (3/4),Normal,68,68,347,280,113,33,4,9,76,103,48,17,46,0.404,0.49,0.646,96.5,13.7,0.243,0.473,1.136,0.398,0,4.7,0,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34654,3B,30,MERLIN GREEN,,17,USA,"Brooklyn, NY","5' 10""",160 lbs,Switch,Right,Dunbar,-,Average,HS Junior,1,NEU,80-83 Mph,Sidearm,Normal,69,69,354,292,120,36,2,4,77,88,43,22,42,0.411,0.494,0.589,93.3,13.6,0.178,0.462,1.083,0.43,0,4.5,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
33603,CF,1,ED GREENWOOD,,20,USA,"Kansas City, KS","6' 1""",185 lbs,Right,Right,Mississippi Tech,-,Good,CO Sophomore,1,FB,80-83 Mph,Over the Top,Normal,55,55,278,237,74,11,8,2,50,54,34,3,21,0.312,0.406,0.451,51.3,8,0.139,0.378,0.857,0.309,0,1.5,0,36,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34652,SP,9,PAUL GRELL,,17,USA,"Olympia, WA","5' 10""",140 lbs,Right,Right,Seattle,-,Average,HS Junior,3,GB,86-88 Mph,Normal (3/4),Groundballer,40,40,209,190,68,21,1,8,58,68,4,9,30,0.358,0.373,0.605,43,8.3,0.247,0.395,0.978,0.339,0,1.4,0,10,5,37,37,20,7,0,0,0,280.1,210,3,63,58,93,323,1.86,0.273,1.08,9.9,0.1,6.7,3,10.4,3.5,0,0,0,0,2.09,0,11.8,12.9,Slot
34080,SP,24,FRANK GRENIER,,17,USA,"Washington, DC","5' 11""",150 lbs,Left,Left,Coatesville,-,Average,HS Junior,3,NEU,83-85 Mph,Normal (3/4),Normal,10,10,53,48,18,5,0,2,11,16,1,6,7,0.375,0.373,0.604,10.8,8.3,0.229,0.391,0.977,0.381,0,0.3,0,1,1,31,31,16,6,0,0,0,228.2,209,10,85,78,100,203,3.07,0.274,1.35,12.3,0.4,8.2,3.9,8,2,0,0,0,0,3.34,0,5.2,6.1,Slot
34505,C,24,JOHN GRIFFIN,,17,USA,"Troy, NY","5' 10""",165 lbs,Right,Right,Oneonta,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,77,77,390,327,133,32,3,3,78,104,39,23,38,0.407,0.474,0.55,93.1,11.6,0.144,0.437,1.024,0.422,0,4.1,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34632,SS,7,BUD GRIFFITH,,17,USA,"Westfield, NJ","6' 0""",160 lbs,Right,Right,Exeter,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,74,74,374,326,146,41,3,4,85,125,33,10,48,0.448,0.504,0.629,111.6,15.9,0.181,0.487,1.133,0.448,0,5.5,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34214,3B,25,CHARLIE GRIFFITH,,17,USA,"Middletown, OH","6' 0""",170 lbs,Switch,Right,Manual,-,Average,HS Junior,4,GB,-,Normal (3/4),Groundballer,53,53,266,215,97,18,2,4,60,81,39,8,24,0.451,0.532,0.609,77.4,15.8,0.158,0.489,1.142,0.447,0,4,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34031,C,11,CHARLIE GROOMS,,20,USA,"Richmond, VA","5' 9""",185 lbs,Switch,Right,Alexandria Military Institute,-,Good,CO Sophomore,4,NEU,75-80 Mph,Over the Top,Normal,118,118,591,502,127,26,2,5,79,93,70,77,33,0.253,0.357,0.343,70,4.9,0.09,0.32,0.699,0.289,0,0.2,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34514,SS,17,AL GROSS,,17,USA,"Dunmore, PA","5' 10""",145 lbs,Left,Right,Ridgefield Park,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,68,68,347,290,128,47,2,6,81,96,46,18,55,0.441,0.515,0.679,108.6,15.3,0.238,0.502,1.194,0.45,0,5.6,0,53,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34028,2B,12,JOHN GUILE,,16,USA,"New York, NY","5' 8""",140 lbs,Left,Right,Hamilton,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,48,48,244,213,97,26,5,2,53,80,22,11,33,0.455,0.506,0.653,76,15.4,0.197,0.487,1.159,0.47,0,3.6,0,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
36276,C,8,HERM HAINES,,19,USA,"Oak Park, IL","5' 7""",160 lbs,Switch,Right,Grange College,-,Great,CO Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,122,122,615,527,153,24,2,12,103,120,80,53,38,0.29,0.389,0.412,93.7,6.5,0.121,0.361,0.8,0.304,0,2.4,0,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34060,CF,19,EDDIE HALEY,,19,USA,"Harvey, IL","6' 2""",195 lbs,Left,Right,Portland Tech,-,Great,CO Sophomore,1,FB,80-83 Mph,Over the Top,Normal,91,91,457,398,120,17,10,3,68,93,49,8,30,0.302,0.383,0.417,73.7,6.5,0.116,0.357,0.8,0.299,0,1.6,0,78,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
33599,RF,6,DICK HALL,,20,USA,"Cincinnati, OH","6' 1""",190 lbs,Right,Right,Laclede,-,Average,CO Sophomore,1,NEU,80-83 Mph,Over the Top,Normal,60,60,302,260,77,15,1,8,45,70,37,19,24,0.296,0.385,0.454,50.4,7.2,0.158,0.37,0.839,0.294,0,1.4,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34110,SS,53,WILLIE HALL,,17,USA,"Woonsocket, RI","5' 11""",150 lbs,Right,Right,Athol,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,52,52,265,231,116,30,5,2,67,89,21,6,37,0.502,0.54,0.701,96.7,20.1,0.199,0.521,1.242,0.5,0,4.7,0,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34111,1B,7,JIM HAMMOND,,19,USA,"Salt Lake City, UT","6' 1""",210 lbs,Right,Right,Redwood University,-,Great,CO Sophomore,1,FB,80-83 Mph,Sidearm,Normal,89,89,449,369,112,22,2,16,77,100,69,4,40,0.304,0.418,0.504,86.6,8.9,0.201,0.402,0.922,0.273,0,3.4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34548,RF,6,MICKEY HANLON,,17,IRL,"Skibbereen, COR","5' 10""",155 lbs,Left,Left,Medina,-,Average,HS Junior,1,NEU,80-83 Mph,Over the Top,Normal,69,69,352,321,172,48,13,0,97,138,16,5,61,0.536,0.559,0.766,146.4,21.7,0.231,0.556,1.325,0.537,0,7.4,0,90,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34618,C,61,CHIP HARMAN,,17,USA,"Bartlesville, OK","5' 10""",165 lbs,Right,Right,Douglass,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,64,64,326,304,128,35,2,3,76,113,16,5,40,0.421,0.455,0.579,82.2,11.9,0.158,0.446,1.034,0.422,0,3.7,0,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34102,CF,11,ROY HARRIS,,17,USA,"Azusa, CA","5' 9""",155 lbs,Left,Left,Fairfax,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,50,50,255,213,117,28,3,5,67,105,31,4,36,0.549,0.609,0.779,110.7,27.9,0.23,0.584,1.388,0.541,0,5.9,0,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
33817,C,19,HERB HARTMAN,,17,USA,"Tipp City, OH","6' 1""",180 lbs,Left,Right,Tipp City,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,26,26,132,105,44,13,0,1,26,41,17,5,14,0.419,0.515,0.571,34.8,13.4,0.152,0.474,1.087,0.422,0,1.8,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34740,RF,5,CARL HATCH,,17,USA,"Jersey City, NJ","5' 9""",150 lbs,Left,Left,Nutley,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,68,68,346,305,128,36,3,4,72,106,30,15,43,0.42,0.478,0.597,93.9,13.7,0.177,0.462,1.075,0.431,0,4.4,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34603,SP,9,EMIL HAUSER,,17,USA,"Bridgeport, CT","6' 6""",175 lbs,Right,Right,Bloomfield,-,Average,HS Junior,4,NEU,86-88 Mph,Normal (3/4),Normal,48,48,246,228,81,23,2,7,55,72,11,23,32,0.355,0.38,0.566,50.3,8.7,0.211,0.396,0.946,0.368,0,1.7,0,4,2,41,41,21,7,0,0,0,301.1,270,11,101,92,115,237,2.75,0.262,1.28,11.6,0.3,8.1,3.4,7.1,2.1,0,0,0,0,3.3,0,7,9.3,Slot
34625,SS,16,IRA HAWKER,,17,USA,"Baltimore, MD","5' 11""",160 lbs,Right,Right,Glasgow,-,Average,HS Junior,4,GB,83-85 Mph,Over the Top,Groundballer,66,66,333,293,127,37,6,3,73,109,21,11,46,0.433,0.472,0.631,93.5,13.6,0.198,0.461,1.104,0.435,0,4.2,0,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
33611,LF,8,BOB HAWKINS,,17,USA,"Minneapolis, MN","6' 2""",190 lbs,Right,Right,Red Wing,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,21,21,106,84,34,8,1,3,20,30,14,4,12,0.405,0.495,0.631,28.9,13.5,0.226,0.474,1.126,0.388,0,1.5,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34614,SP,22,HARRY HAWKINS,,17,USA,"Chicago, IL","5' 11""",150 lbs,Right,Right,La Porte,-,Average,HS Junior,5,GB,86-88 Mph,Normal (3/4),Groundballer,29,29,149,138,55,12,3,3,35,44,1,7,18,0.399,0.397,0.594,33.4,9.6,0.196,0.409,0.991,0.391,0,1.2,0,7,3,46,28,16,3,0,0,0,211,164,6,56,51,72,249,2.18,0.274,1.12,10.3,0.3,7,3.1,10.6,3.5,0,0,0,0,2.3,0,7.6,7.9,Slot
34096,SP,23,DUKE HENDRICKS,,20,USA,"Clementon, NJ","5' 8""",150 lbs,Right,Right,Baton Rouge State,-,Great,CO Sophomore,4,GB,83-85 Mph,Normal (3/4),Groundballer,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,13,9,0,0,0,200.1,203,9,88,83,77,126,3.73,0.3,1.4,12.8,0.4,9.1,3.5,5.7,1.6,0,0,0,0,3.74,0,3.5,3.7,Slot
36291,C,5,JOE HENRY,,20,USA,"San Francisco, CA","5' 10""",180 lbs,Left,Right,Lane State,-,Great,CO Sophomore,1,FB,80-83 Mph,Over the Top,Normal,131,131,663,554,162,34,4,4,103,112,96,48,42,0.292,0.4,0.39,98.2,6.5,0.097,0.359,0.79,0.312,0,2.5,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34640,SP,18,BABE HERSHBERGER,,17,USA,"New York, NY","5' 10""",140 lbs,Right,Right,Moorestown,-,Average,HS Junior,3,NEU,86-88 Mph,Normal (3/4),Normal,67,67,341,323,120,26,4,5,71,96,6,34,35,0.372,0.383,0.523,64.7,7.8,0.152,0.385,0.906,0.398,0,2,0,21,11,41,41,28,2,0,0,0,294.1,217,10,63,56,79,341,1.71,0.255,1.01,9.1,0.3,6.6,2.4,10.4,4.3,0,0,0,0,2.16,0,12.1,14,Slot
34043,CF,21,TOMMY HILL,,17,USA,"East Cleveland, OH","5' 10""",150 lbs,Right,Right,Alliance,-,Average,HS Junior,1,NEU,80-83 Mph,Over the Top,Normal,52,52,264,227,93,36,7,5,61,84,30,19,48,0.41,0.475,0.696,85.7,15.9,0.286,0.488,1.171,0.425,0,4,0,44,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
36262,C,9,STAN HOLLAND,,20,USA,"Pittsfield, MA","5' 11""",180 lbs,Right,Right,St. Peter's Univeristy (TX),-,Fair,CO Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,112,112,561,502,164,29,0,4,109,117,50,31,33,0.327,0.385,0.408,85.1,6.5,0.082,0.352,0.793,0.34,0,1.8,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34091,CF,18,JOE HOLSEY,,17,USA,"Corbin, KY","6' 0""",165 lbs,Left,Right,Maynardville,-,Average,HS Junior,1,NEU,80-83 Mph,Over the Top,Normal,47,47,242,203,97,20,6,2,60,85,28,9,28,0.478,0.548,0.665,80.9,18.2,0.187,0.516,1.213,0.49,0,4.2,0,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34549,C,16,GEORGE HOOVER,,17,USA,"New York, NY","5' 11""",165 lbs,Switch,Right,Bound Brook,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,73,73,374,309,123,35,8,6,74,113,48,35,49,0.398,0.484,0.621,107.6,14.1,0.223,0.469,1.105,0.427,0,5,0,55,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
33626,CL,35,FRANK HORST,,20,USA,"Washington, DC","6' 1""",185 lbs,Right,Right,Cowpens State,-,Great,CO Sophomore,2,NEU,83-85 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,10,4,0,0,0,128.1,117,7,51,48,57,121,3.37,0.307,1.36,12.3,0.5,8.2,4,8.5,2.1,0,0,0,0,3.38,0,2.8,3,Slot
33812,2B,15,BUD HOUSE,,17,USA,"St. Louis, MO","6' 1""",170 lbs,Switch,Right,Fulton,-,Average,HS Junior,2,NEU,75-80 Mph,Normal (3/4),Normal,21,21,106,86,36,12,4,2,22,27,16,3,18,0.419,0.514,0.721,36.3,18.1,0.302,0.512,1.235,0.415,0,1.8,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34073,SP,21,BOB HOWE,,17,USA,"Roanoke, VA","6' 1""",165 lbs,Left,Left,Madison,-,Average,HS Junior,3,GB,85-87 Mph,Normal (3/4),Groundballer,24,24,120,117,42,11,1,1,25,30,2,8,13,0.359,0.375,0.496,21.7,7.7,0.137,0.379,0.871,0.38,0,0.6,0,1,1,26,26,14,3,0,0,0,181,122,3,29,27,48,229,1.34,0.256,0.94,8.6,0.1,6.1,2.4,11.4,4.8,0,0,0,0,1.71,0,8.7,10,Slot
34085,3B,12,CECIL HUFFMAN,,20,USA,"Brooklyn, NY","5' 9""",175 lbs,Switch,Right,Eastern State,-,Great,CO Sophomore,1,FB,80-83 Mph,Sidearm,Normal,89,89,452,379,95,18,2,11,67,68,58,54,31,0.251,0.357,0.396,60.9,5.4,0.145,0.334,0.752,0.265,0,0.7,0,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34014,3B,15,CHUCK HUFFMAN,,20,USA,"Rayne, LA","5' 11""",175 lbs,Switch,Right,Redwood University,-,Great,CO Sophomore,1,NEU,80-83 Mph,Over the Top,Normal,93,93,466,395,96,19,2,12,51,89,63,60,33,0.243,0.352,0.392,61.3,5.3,0.149,0.333,0.744,0.259,0,0.7,0,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34638,SP,22,DAVE HUNT,,17,USA,"West New York, NJ","5' 10""",145 lbs,Right,Left,Slatington,-,Average,HS Junior,3,NEU,85-87 Mph,Normal (3/4),Normal,23,23,116,108,41,10,0,2,23,31,3,8,12,0.38,0.395,0.528,23.2,8.6,0.148,0.391,0.923,0.39,0,0.8,0,5,2,45,26,13,4,0,0,0,200.1,177,7,53,48,39,175,2.16,0.268,1.08,9.8,0.3,8,1.8,7.9,4.5,0,0,0,0,2.54,0,6.4,7.5,Slot
34036,2B,4,IKE JACKSON,,17,USA,"Macon, IL","5' 8""",145 lbs,Right,Right,Macon,-,Average,HS Junior,1,EX FB,80-83 Mph,Over the Top,Normal,47,47,238,195,83,31,4,5,55,68,38,14,40,0.426,0.527,0.703,78.1,17.4,0.277,0.519,1.23,0.443,0,4.2,0,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34551,C,8,JOHNNY JAMISON,,17,USA,"Cohoes, NY","6' 0""",170 lbs,Right,Right,Glens Falls,-,Average,HS Junior,1,FB,80-83 Mph,Sidearm,Normal,73,73,374,328,138,37,3,9,90,120,38,15,49,0.421,0.482,0.634,105.8,14.1,0.213,0.475,1.117,0.422,0,5.2,0,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34544,SS,23,RALPH JARRELL,,17,USA,"Memphis, TN","5' 10""",150 lbs,Right,Right,Piggott,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,65,65,333,288,116,32,11,3,69,96,30,13,46,0.403,0.465,0.622,91.6,12.8,0.219,0.456,1.086,0.411,0,4.1,0,51,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34018,SP,18,RAY JENSEN,,17,USA,"Blackfoot, ID","5' 10""",150 lbs,Left,Left,Blackfoot,-,Average,HS Junior,5,NEU,85-87 Mph,Normal (3/4),Normal,29,29,151,140,52,12,3,0,33,47,3,17,15,0.371,0.388,0.5,27.6,7.5,0.129,0.374,0.888,0.416,0,0.8,0,14,6,25,19,11,2,0,0,0,141.2,119,5,45,38,46,133,2.41,0.265,1.16,10.9,0.3,7.6,2.9,8.4,2.9,0,0,0,0,2.88,0,4,4.6,Slot
34590,2B,13,EDDIE JOB,,17,USA,"Colorado Springs, CO","5' 9""",145 lbs,Right,Right,Greeley,-,Average,HS Junior,3,FB,83-85 Mph,Normal (3/4),Normal,72,72,363,287,121,43,7,3,77,107,50,22,53,0.422,0.521,0.652,110.3,15.7,0.23,0.492,1.173,0.442,0,5.5,0,42,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34546,CF,31,PAT JOHNS,,17,USA,"Chicago, IL","6' 0""",160 lbs,Right,Right,Granville,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,72,72,366,310,129,39,10,3,74,115,39,21,52,0.416,0.482,0.635,104.9,13.5,0.219,0.469,1.117,0.432,0,4.9,0,61,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
33735,3B,12,AL JOHNSON,,16,USA,"Union City, IN","5' 9""",165 lbs,Right,Right,Union City,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,24,24,120,111,58,17,0,0,35,46,6,4,17,0.523,0.55,0.676,42.8,20.6,0.153,0.532,1.226,0.537,0,2.2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34029,C,84,HERBIE JOHNSON,,16,USA,"Ft. Wayne, IN","5' 11""",170 lbs,Right,Right,Fort Wayne,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,46,46,236,194,86,18,3,3,56,68,27,12,24,0.443,0.509,0.613,65.7,14.3,0.17,0.471,1.122,0.451,0,3.2,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34067,3B,22,JACKIE JOHNSON,,17,USA,"Bradford, PA","5' 9""",155 lbs,Right,Right,Clarence,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,49,49,252,216,87,32,3,5,59,66,30,9,40,0.403,0.474,0.648,70.3,13.9,0.245,0.474,1.122,0.4,0,3.5,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34637,SS,8,JIM A JOHNSON,,17,USA,"Milwaukee, WI","5' 9""",155 lbs,Right,Right,Eminence,-,Average,HS Junior,3,NEU,83-85 Mph,Over the Top,Normal,67,67,341,295,122,32,3,1,76,94,34,15,36,0.414,0.479,0.553,85,12.4,0.139,0.448,1.032,0.429,0,3.9,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34054,SP,13,JOHN JOHNSON,,17,USA,"Chicago, IL","5' 10""",140 lbs,Left,Left,Granville,-,Average,HS Junior,3,NEU,83-85 Mph,Over the Top,Normal,35,35,181,165,60,11,2,2,41,47,9,17,15,0.364,0.397,0.491,33.7,7.7,0.127,0.382,0.888,0.389,0,1,0,20,8,30,30,15,5,0,0,0,202,179,4,61,54,62,177,2.41,0.278,1.19,10.8,0.2,8,2.8,7.9,2.9,0,0,0,0,2.64,0,6.7,7.1,Slot
36237,SS,4,MONK JOHNSON,,20,USA,"Richmond, VA","6' 0""",160 lbs,Right,Right,North Carolina Tech,-,Great,CO Sophomore,1,FB,80-83 Mph,Over the Top,Normal,127,127,641,546,158,30,22,5,88,121,76,39,57,0.289,0.378,0.452,110.7,7,0.163,0.361,0.83,0.301,0,2.5,0,103,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34656,SS,4,STAN C JOHNSON,,17,USA,"Brooklyn, NY","5' 10""",145 lbs,Right,Right,Lewistown,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,65,65,327,270,110,43,10,6,73,98,38,20,59,0.407,0.498,0.707,106,16.1,0.3,0.498,1.206,0.424,0,5.2,0,48,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
33805,SP,27,BUNNY JONES,,17,USA,"New Iberia, LA","5' 9""",145 lbs,Left,Right,Baton Rouge,-,Average,HS Junior,4,GB,83-85 Mph,Over the Top,Groundballer,21,21,107,102,43,11,1,1,23,35,2,4,13,0.422,0.438,0.578,26.1,11.2,0.157,0.433,1.017,0.433,0,1.1,0,5,2,14,9,5,1,0,0,0,68,48,1,14,12,20,85,1.59,0.269,1,9,0.1,6.4,2.6,11.3,4.3,0,0,0,0,1.77,0,3,3.1,Slot
34086,C,91,GEORGE JONES,,17,USA,"New York, NY","6' 2""",195 lbs,Right,Right,Cathedral Prep,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,48,48,243,194,86,25,3,7,62,72,29,10,35,0.443,0.531,0.711,80.1,18.2,0.268,0.515,1.243,0.436,0,4.2,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34309,LF,1,GERRY JONES,,20,USA,"Davenport, IA","5' 10""",175 lbs,Right,Right,Saint Pius University,-,Average,CO Sophomore,1,NEU,80-83 Mph,Over the Top,Normal,110,110,555,490,129,29,2,18,98,109,56,84,49,0.263,0.346,0.441,81.3,5.9,0.178,0.344,0.787,0.286,0,1.3,0,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
33630,SP,1,TED JONES,,20,USA,"Brookline, MA","6' 2""",190 lbs,Right,Right,Narragansett,-,Average,CO Sophomore,5,NEU,80-83 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,4,7,0,0,0,104.2,125,13,66,64,44,47,5.5,0.303,1.61,14.8,1.1,10.7,3.8,4,1.1,0,0,0,0,5.26,0,-0.1,0,Slot
34215,SP,16,DICK KAHLER,,17,USA,"Los Angeles, CA","5' 10""",150 lbs,Switch,Right,Inglewood,-,Average,HS Junior,4,NEU,83-85 Mph,Over the Top,Normal,21,21,108,103,38,9,0,0,22,27,1,9,9,0.369,0.364,0.456,17.5,6.6,0.087,0.352,0.821,0.392,0,0.3,0,6,3,30,14,7,2,2,0,0,125.2,96,1,33,27,36,138,1.93,0.277,1.05,9.9,0.1,6.9,2.6,9.9,3.8,0,0,0,0,2.11,0,4.8,4.7,Slot
33621,SP,2,MAX KEANE,,17,USA,"Cumberland, MD","5' 10""",150 lbs,Left,Right,Clark,-,Average,HS Junior,3,NEU,83-85 Mph,Normal (3/4),Normal,9,9,46,39,14,8,0,2,9,15,1,5,10,0.359,0.372,0.718,9.7,7.9,0.359,0.411,1.09,0.353,0,0.4,0,6,3,13,13,7,3,0,0,0,100.2,86,2,26,25,26,102,2.24,0.286,1.11,10.3,0.2,7.7,2.3,9.1,3.9,0,0,0,0,2.3,0,3.9,4.2,Slot
